datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,CE,CE,10589.432,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,DAY,DAY,2028.021,False
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,DEOK,DEOK,2988.549,False
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,SERC,SOUTH,DOM,DOM,16798.595,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,DPL,DPLCO,2460.452,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,DUQ,DUQ,1528.387,False
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,DPL,EASTON,36.805,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,SERC,WEST,EKPC,EKPC,1977.679,False
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,JC,JC,2492.454,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,ME,ME,1826.131,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,ATSI,OE,7108.552,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,OVEC,OVEC,38.000,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,ATSI,PAPWR,573.932,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,PE,PE,4694.261,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3010.483,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,PL,PLCO,5160.929,False
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,PN,PN,2015.963,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,PS,PS,4721.983,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,RECO,RECO,146.469,False
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,PEP,SMECO,523.576,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,PL,UGI,138.142,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,AE,VMEU,75.243,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RTO,RTO,RTO,RTO,100132.037,False
1/1/2026 1:00:00 PM,1/1/2026 8:00:00 AM,RFC,MIDATL,AE,AECO,1054.967,True
1/1/2026 1:00:00 PM,1/1/2026 8:00:00 AM,RFC,WEST,AEP,AEPAPT,4966.974,True
